"id","data_inversa","br","municipio","tipo_acidente"
"278359","4/4/2020","381","ITATIAIUCU","Saída de leito carroçável"
"278370","4/4/2020","381","EXTREMA","Saída de leito carroçável"
"278376","4/4/2020","381","BETIM","Queda de ocupante de veículo"
"278394","4/4/2020","381","NOVA ERA","Colisão com objeto estático"
"278398","4/4/2020","381","JOAO MONLEVADE","Atropelamento de Pedestre"
"278435","4/4/2020","381","CORONEL FABRICIANO","Atropelamento de Animal"
"278455","4/5/2020","40","SANTOS DUMONT","Saída de leito carroçável"
"278456","4/5/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"278465","4/5/2020","262","ABRE CAMPO","Colisão frontal"
"278474","4/5/2020","381","CAMPANHA","Saída de leito carroçável"
"278477","2/25/2020","262","CAMPOS ALTOS","Saída de leito carroçável"
"278483","4/5/2020","381","ITATIAIUCU","Capotamento"
"278486","4/5/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"278494","2/26/2020","381","CAETE","Colisão frontal"
"278497","4/5/2020","251","FRANCISCO SA","Saída de leito carroçável"
"278519","4/5/2020","262","SAO DOMINGOS DO PRATA","Tombamento"
"278525","4/5/2020","251","MONTES CLAROS","Saída de leito carroçável"
"278534","4/5/2020","251","FRANCISCO SA","Saída de leito carroçável"
"278542","4/5/2020","356","EUGENOPOLIS","Saída de leito carroçável"
"278547","4/5/2020","381","BETIM","Saída de leito carroçável"
"278549","4/5/2020","381","ITAPEVA","Colisão com objeto estático"
"278557","4/5/2020","116","CARATINGA","Atropelamento de Pedestre"
"278587","4/6/2020","381","ANTONIO DIAS","Colisão com objeto estático"
"278588","4/5/2020","365","UBERLANDIA","Colisão com objeto estático"
"278600","4/5/2020","116","CARATINGA","Colisão lateral"
"278612","4/6/2020","459","CONGONHAL","Colisão lateral"
"278630","4/6/2020","251","FRANCISCO SA","Tombamento"
"278638","4/6/2020","262","BOM DESPACHO","Capotamento"
"278657","4/6/2020","267","JUIZ DE FORA","Saída de leito carroçável"
"278659","4/6/2020","40","OURO PRETO","Tombamento"
"278687","4/6/2020","381","CORONEL FABRICIANO","Colisão com objeto estático"
"278711","4/6/2020","381","SABARA","Atropelamento de Pedestre"
"278717","4/6/2020","262","UBERABA","Colisão frontal"
"278758","4/7/2020","40","PARAOPEBA","Saída de leito carroçável"
"278763","4/7/2020","40","SAO GONCALO DO ABAETE","Incêndio"
"278775","4/7/2020","262","UBERABA","Colisão traseira"
"278784","4/7/2020","365","ROMARIA","Saída de leito carroçável"
"278805","4/7/2020","381","SAO GONCALO DO RIO ABAIXO","Tombamento"
"278808","4/7/2020","381","CONTAGEM","Colisão lateral"
"278811","4/7/2020","262","CAMPO FLORIDO","Colisão traseira"
"278820","4/7/2020","381","SABARA","Atropelamento de Pedestre"
"278827","4/7/2020","40","CONTAGEM","Atropelamento de Pedestre"
"278837","4/7/2020","116","CARATINGA","Colisão frontal"
"278847","4/7/2020","116","MURIAE","Atropelamento de Pedestre"
"278858","4/8/2020","40","NOVA LIMA","Queda de ocupante de veículo"
"278861","4/8/2020","40","PARACATU","Atropelamento de Animal"
"278862","4/8/2020","381","PERDOES","Colisão com objeto estático"
"278865","4/8/2020","40","ESMERALDAS","Atropelamento de Pedestre"
"278872","4/8/2020","381","OLIVEIRA","Queda de ocupante de veículo"
"278901","4/8/2020","381","CAMBUI","Colisão frontal"
"278913","4/8/2020","365","MONTES CLAROS","Colisão frontal"
"278919","4/8/2020","116","TEOFILO OTONI","Colisão com objeto estático"
"278927","4/8/2020","40","SETE LAGOAS","Colisão com objeto estático"
"278928","4/8/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"278962","4/8/2020","381","SAO GONCALO DO SAPUCAI","Saída de leito carroçável"
"278964","4/8/2020","50","ARAGUARI","Atropelamento de Pedestre"
"278970","4/8/2020","381","EXTREMA","Colisão com objeto estático"
"278991","4/9/2020","40","CONGONHAS","Incêndio"
"278998","4/9/2020","262","LUZ","Tombamento"
"279001","4/9/2020","146","BOTELHOS","Atropelamento de Pedestre"
"279007","4/9/2020","381","NOVA ERA","Colisão frontal"
"279010","4/9/2020","251","FRANCISCO SA","Colisão com objeto estático"
"279017","4/9/2020","262","BOM DESPACHO","Colisão lateral"
"279020","4/9/2020","365","PIRAPORA","Colisão transversal"
"279021","4/9/2020","381","CONTAGEM","Colisão traseira"
"279052","4/9/2020","262","BOM DESPACHO","Tombamento"
"279055","4/9/2020","381","SAO GONCALO DO SAPUCAI","Saída de leito carroçável"
"279063","4/9/2020","381","SANTA LUZIA","Colisão traseira"
"279074","4/9/2020","40","PARACATU","Colisão frontal"
"279091","4/9/2020","40","CARANDAI","Colisão transversal"
"279094","4/9/2020","40","SAO GONCALO DO ABAETE","Saída de leito carroçável"
"279103","4/9/2020","40","CONTAGEM","Engavetamento"
"279105","4/9/2020","50","UBERABA","Saída de leito carroçável"
"279123","4/9/2020","381","EXTREMA","Colisão traseira"
"279141","4/9/2020","381","PERIQUITO","Colisão transversal"
"279143","4/9/2020","40","TRES MARIAS","Colisão transversal"
"279170","4/10/2020","381","BETIM","Colisão com objeto estático"
"279178","4/10/2020","40","OURO PRETO","Colisão com objeto estático"
"279180","4/10/2020","381","CONTAGEM","Colisão lateral"
"279189","4/2/2020","40","CONTAGEM","Saída de leito carroçável"
"279190","4/10/2020","40","CRISTIANO OTONI","Colisão com objeto estático"
"279232","4/10/2020","116","MANHUACU","Tombamento"
"279249","4/10/2020","116","MANHUACU","Colisão transversal"
"279257","4/10/2020","381","BRUMADINHO","Tombamento"
"279278","4/10/2020","50","UBERLANDIA","Queda de ocupante de veículo"
"279290","4/11/2020","50","UBERABA","Saída de leito carroçável"
"279295","4/11/2020","40","CONTAGEM","Colisão traseira"
"279323","4/11/2020","365","UBERLANDIA","Tombamento"
"279326","4/11/2020","381","CAETE","Colisão frontal"
"279349","4/11/2020","262","JOAO MONLEVADE","Saída de leito carroçável"
"279352","4/11/2020","381","BETIM","Colisão lateral"
"279357","4/11/2020","116","TEOFILO OTONI","Derramamento de carga"
"279389","4/11/2020","381","CONTAGEM","Tombamento"
"279392","4/11/2020","381","SAO GONCALO DO SAPUCAI","Atropelamento de Pedestre"
"279397","4/11/2020","116","PADRE PARAISO","Colisão frontal"
"279400","4/11/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"279406","4/11/2020","381","LAVRAS","Saída de leito carroçável"
"279417","4/11/2020","381","BELO HORIZONTE","Colisão com objeto estático"
"279422","4/11/2020","381","EXTREMA","Saída de leito carroçável"
"279425","4/11/2020","116","FERVEDOURO","Saída de leito carroçável"
"279426","4/11/2020","262","LUZ","Atropelamento de Animal"
"279431","4/12/2020","50","UBERABA","Saída de leito carroçável"
"279452","4/12/2020","381","TRES CORACOES","Saída de leito carroçável"
"279456","4/12/2020","381","CAMBUI","Saída de leito carroçável"
"279512","4/12/2020","262","LUZ","Tombamento"
"279523","4/12/2020","365","MONTE CARMELO","Danos eventuais"
"279526","4/12/2020","381","ITAPEVA","Queda de ocupante de veículo"
"279528","4/12/2020","40","PARAOPEBA","Saída de leito carroçável"
"279531","4/12/2020","251","GRAO MOGOL","Saída de leito carroçável"
"279551","4/12/2020","381","CAMPANHA","Saída de leito carroçável"
"279567","4/12/2020","146","MUZAMBINHO","Tombamento"
"279575","4/12/2020","381","CAMBUI","Saída de leito carroçável"
"279590","4/12/2020","381","SANTA LUZIA","Colisão frontal"
"279593","4/12/2020","262","UBERABA","Queda de ocupante de veículo"
"279596","4/12/2020","40","SANTOS DUMONT","Tombamento"
"279603","4/12/2020","40","PARAOPEBA","Saída de leito carroçável"
"279605","4/13/2020","381","CAMANDUCAIA","Colisão lateral"
"279670","4/13/2020","381","SABARA","Tombamento"
"279677","4/13/2020","116","MURIAE","Colisão lateral"
"279686","4/13/2020","116","UBAPORANGA","Tombamento"
"279689","4/13/2020","50","UBERABA","Saída de leito carroçável"
"279696","4/13/2020","50","DELTA","Saída de leito carroçável"
"279723","4/13/2020","262","IBIA","Saída de leito carroçável"
"279737","4/13/2020","116","PADRE PARAISO","Colisão frontal"
"279772","4/14/2020","40","SANTOS DUMONT","Queda de ocupante de veículo"
"279817","4/14/2020","381","EXTREMA","Tombamento"
"279825","4/14/2020","381","IGARAPE","Atropelamento de Pedestre"
"279834","4/14/2020","116","ALPERCATA","Colisão transversal"
"279847","4/14/2020","267","JUIZ DE FORA","Saída de leito carroçável"
"279857","4/14/2020","40","PARACATU","Saída de leito carroçável"
"279858","4/14/2020","40","CONTAGEM","Atropelamento de Pedestre"
"279872","4/14/2020","381","PERDOES","Colisão frontal"
"279889","4/15/2020","381","SABARA","Colisão frontal"
"279905","4/15/2020","251","MONTES CLAROS","Saída de leito carroçável"
"279919","4/15/2020","40","CONTAGEM","Colisão com objeto estático"
"279923","4/15/2020","251","FRANCISCO SA","Tombamento"
"279926","4/15/2020","381","BETIM","Tombamento"
"279931","4/15/2020","381","BETIM","Colisão com objeto estático"
"279949","4/15/2020","381","BETIM","Colisão traseira"
"279950","4/15/2020","365","SANTA VITORIA","Colisão frontal"
"279952","4/15/2020","50","UBERABA","Colisão transversal"
"279963","4/15/2020","356","MURIAE","Colisão transversal"
"279990","4/15/2020","381","BETIM","Atropelamento de Pedestre"
"279995","4/15/2020","251","FRANCISCO SA","Tombamento"
"279997","4/15/2020","40","NOVA LIMA","Colisão traseira"
"280001","4/15/2020","381","EXTREMA","Colisão com objeto estático"
"280027","4/16/2020","40","NOVA LIMA","Colisão transversal"
"280036","4/16/2020","262","IBIA","Saída de leito carroçável"
"280039","4/16/2020","262","LUZ","Colisão traseira"
"280074","4/16/2020","40","SAO GONCALO DO ABAETE","Capotamento"
"280078","4/16/2020","262","LUZ","Colisão lateral"
"280097","4/16/2020","381","CAMANDUCAIA","Saída de leito carroçável"
"280114","4/16/2020","381","BELO HORIZONTE","Colisão com objeto estático"
"280126","4/16/2020","251","GRAO MOGOL","Colisão com objeto estático"
"280127","4/16/2020","251","FRANCISCO SA","Colisão frontal"
"280132","4/16/2020","381","CAMBUI","Capotamento"
"280147","4/17/2020","50","UBERABA","Colisão traseira"
"280151","4/17/2020","381","NOVA ERA","Incêndio"
"280159","4/17/2020","381","CONTAGEM","Atropelamento de Pedestre"
"280163","4/17/2020","262","RIO CASCA","Saída de leito carroçável"
"280185","4/17/2020","40","NOVA LIMA","Colisão traseira"
"280198","4/17/2020","40","CURVELO","Tombamento"
"280258","4/17/2020","364","FRUTAL","Tombamento"
"280263","4/17/2020","381","NOVA ERA","Colisão frontal"
"280264","4/17/2020","262","MANHUACU","Saída de leito carroçável"
"280315","4/18/2020","381","RIBEIRAO VERMELHO","Saída de leito carroçável"
"280327","4/18/2020","365","INDIANOPOLIS","Incêndio"
"280329","4/18/2020","381","ITAPEVA","Tombamento"
"280333","4/18/2020","40","CONSELHEIRO LAFAIETE","Saída de leito carroçável"
"280348","4/18/2020","40","JUIZ DE FORA","Colisão com objeto estático"
"280383","4/18/2020","381","BETIM","Colisão traseira"
"280399","4/18/2020","267","AIURUOCA","Tombamento"
"280415","4/18/2020","40","CONGONHAS","Queda de ocupante de veículo"
"280425","4/18/2020","40","CURVELO","Colisão lateral"
"280441","4/18/2020","262","UBERABA","Capotamento"
"280445","4/18/2020","262","MATEUS LEME","Tombamento"
"280459","4/18/2020","365","MONTES CLAROS","Colisão traseira"
"280462","4/18/2020","381","BETIM","Capotamento"
"280463","4/18/2020","262","MANHUACU","Colisão traseira"
"280464","4/18/2020","381","CARMO DA CACHOEIRA","Tombamento"
"280478","4/18/2020","262","LUZ","Saída de leito carroçável"
"280489","4/19/2020","381","BETIM","Colisão com objeto estático"
"280504","4/19/2020","381","POUSO ALEGRE","Colisão traseira"
"280530","4/19/2020","381","BRUMADINHO","Saída de leito carroçável"
"280539","4/19/2020","365","GUIMARANIA","Incêndio"
"280552","4/19/2020","40","NOVA LIMA","Saída de leito carroçável"
"280556","4/19/2020","116","MANHUACU","Colisão com objeto estático"
"280560","4/19/2020","381","BETIM","Colisão com objeto estático"
"280565","4/19/2020","354","CAXAMBU","Saída de leito carroçável"
"280571","4/19/2020","381","BARAO DE COCAIS","Queda de ocupante de veículo"
"280576","4/19/2020","381","CAMPANHA","Saída de leito carroçável"
"280579","4/19/2020","381","SABARA","Colisão traseira"
"280581","4/19/2020","116","MIRADOURO","Tombamento"
"280583","4/19/2020","381","SANTO ANTONIO DO AMPARO","Tombamento"
"280591","4/19/2020","381","POUSO ALEGRE","Colisão traseira"
"280593","4/19/2020","40","NOVA LIMA","Colisão traseira"
"280599","4/19/2020","365","UBERLANDIA","Colisão traseira"
"280615","4/19/2020","381","EXTREMA","Colisão traseira"
"280617","4/19/2020","381","SABARA","Colisão frontal"
"280639","4/20/2020","381","ITAPEVA","Colisão com objeto estático"
"280643","4/20/2020","116","MURIAE","Colisão traseira"
"280670","4/20/2020","116","ALEM PARAIBA","Saída de leito carroçável"
"280672","4/18/2020","40","JOAO PINHEIRO","Colisão traseira"
"280678","4/20/2020","153","ARAPORA","Saída de leito carroçável"
"280707","4/10/2020","40","TRES MARIAS","Saída de leito carroçável"
"280709","4/20/2020","50","UBERLANDIA","Colisão com objeto estático"
"280715","4/20/2020","356","MURIAE","Colisão lateral"
"280735","4/11/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"280744","4/20/2020","354","POUSO ALTO","Tombamento"
"280750","4/20/2020","262","IBIA","Incêndio"
"280758","4/20/2020","262","MANHUACU","Tombamento"
"280786","4/11/2020","50","UBERABA","Tombamento"
"280801","4/21/2020","381","BETIM","Saída de leito carroçável"
"280806","4/21/2020","40","CURVELO","Colisão com objeto estático"
"280817","4/21/2020","40","RIBEIRAO DAS NEVES","Engavetamento"
"280825","4/21/2020","251","CACHOEIRA DE PAJEU","Saída de leito carroçável"
"280841","4/21/2020","40","PARACATU","Atropelamento de Pedestre"
"280842","4/21/2020","381","SABARA","Colisão frontal"
"280870","4/21/2020","116","MANHUACU","Colisão com objeto estático"
"280903","4/22/2020","381","BETIM","Colisão traseira"
"280919","4/22/2020","365","UBERLANDIA","Colisão traseira"
"280938","4/19/2020","381","POUSO ALEGRE","Capotamento"
"280940","4/22/2020","116","TEOFILO OTONI","Colisão transversal"
"280944","4/22/2020","381","BETIM","Tombamento"
"280950","4/22/2020","354","CAXAMBU","Saída de leito carroçável"
"280961","4/22/2020","381","BRUMADINHO","Capotamento"
"280962","4/22/2020","40","PARACATU","Colisão traseira"
"280967","4/22/2020","153","PRATA","Queda de ocupante de veículo"
"280971","4/22/2020","40","SETE LAGOAS","Colisão traseira"
"280979","4/22/2020","262","MANHUACU","Colisão transversal"
"280981","4/22/2020","50","UBERLANDIA","Colisão transversal"
"281008","4/22/2020","381","CARMO DA CACHOEIRA","Tombamento"
"281013","4/22/2020","262","LUZ","Saída de leito carroçável"
"281017","4/23/2020","262","SAO DOMINGOS DO PRATA","Incêndio"
"281018","4/23/2020","153","COMENDADOR GOMES","Colisão com objeto estático"
"281022","4/23/2020","381","TRES CORACOES","Atropelamento de Pedestre"
"281037","4/23/2020","116","TEOFILO OTONI","Colisão com objeto estático"
"281041","4/23/2020","381","CARMO DA CACHOEIRA","Tombamento"
"281057","4/23/2020","381","CAMANDUCAIA","Tombamento"
"281067","4/23/2020","381","ITAPEVA","Tombamento"
"281073","4/12/2020","365","PATROCINIO","Saída de leito carroçável"
"281086","4/23/2020","381","BOM JESUS DO AMPARO","Saída de leito carroçável"
"281092","4/23/2020","116","MURIAE","Queda de ocupante de veículo"
"281095","1/18/2020","381","SAO JOAQUIM DE BICAS","Colisão traseira"
"281102","4/23/2020","381","CAETE","Saída de leito carroçável"
"281128","4/23/2020","381","BELO HORIZONTE","Atropelamento de Pedestre"
"281166","4/24/2020","262","UBERABA","Saída de leito carroçável"
"281193","4/24/2020","262","RIO CASCA","Saída de leito carroçável"
"281196","4/23/2020","365","INDIANOPOLIS","Saída de leito carroçável"
"281207","4/24/2020","381","POUSO ALEGRE","Queda de ocupante de veículo"
"281217","4/24/2020","381","BETIM","Colisão lateral"
"281219","4/24/2020","381","BELO HORIZONTE","Colisão lateral"
"281236","4/12/2020","381","BETIM","Atropelamento de Pedestre"
"281252","4/24/2020","267","BICAS","Colisão transversal"
"281276","4/24/2020","50","UBERLANDIA","Saída de leito carroçável"
"281278","4/24/2020","262","BETIM","Atropelamento de Animal"
"281286","4/24/2020","116","ALPERCATA","Colisão frontal"
"281290","4/24/2020","381","JOAO MONLEVADE","Colisão transversal"
"281306","4/25/2020","40","SETE LAGOAS","Colisão traseira"
"281310","4/25/2020","262","BOM DESPACHO","Colisão transversal"
"281314","4/25/2020","251","MONTES CLAROS","Colisão frontal"
"281316","4/24/2020","116","DIVISA ALEGRE","Tombamento"
"281336","4/25/2020","40","SETE LAGOAS","Saída de leito carroçável"
"281337","4/25/2020","381","CONTAGEM","Colisão traseira"
"281341","4/25/2020","262","IBIA","Saída de leito carroçável"
"281343","4/10/2020","262","MATIPO","Tombamento"
"281351","4/6/2020","365","UBERLANDIA","Colisão com objeto estático"
"281389","4/25/2020","116","TEOFILO OTONI","Atropelamento de Pedestre"
"281390","4/25/2020","40","RESSAQUINHA","Atropelamento de Pedestre"
"281404","4/25/2020","40","SIMAO PEREIRA","Tombamento"
"281406","4/25/2020","381","CARMO DA CACHOEIRA","Colisão com objeto estático"
"281466","4/25/2020","365","UBERLANDIA","Colisão transversal"
"281519","4/26/2020","40","TRES MARIAS","Saída de leito carroçável"
"281525","4/26/2020","40","SETE LAGOAS","Saída de leito carroçável"
"281546","4/26/2020","116","MANHUACU","Saída de leito carroçável"
"281553","4/26/2020","50","ARAGUARI","Saída de leito carroçável"
"281554","4/26/2020","40","SETE LAGOAS","Saída de leito carroçável"
"281565","4/26/2020","381","BETIM","Colisão lateral"
"281567","4/26/2020","40","PARACATU","Colisão lateral"
"281581","4/26/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"281583","4/26/2020","381","SANTA LUZIA","Atropelamento de Pedestre"
"281593","4/26/2020","356","MURIAE","Colisão transversal"
"281604","4/26/2020","381","BETIM","Saída de leito carroçável"
"281609","4/26/2020","381","IGARAPE","Colisão com objeto estático"
"281611","4/26/2020","50","UBERABA","Colisão traseira"
"281621","4/26/2020","40","PARACATU","Colisão transversal"
"281637","4/26/2020","153","PRATA","Incêndio"
"281640","4/26/2020","116","TEOFILO OTONI","Colisão transversal"
"281659","4/27/2020","381","BETIM","Colisão traseira"
"281669","4/26/2020","116","SAO FRANCISCO DO GLORIA","Tombamento"
"281694","4/27/2020","146","BOTELHOS","Incêndio"
"281718","4/27/2020","116","CARATINGA","Queda de ocupante de veículo"
"281724","4/27/2020","116","DIVISA ALEGRE","Saída de leito carroçável"
"281726","4/27/2020","40","PARACATU","Colisão transversal"
"281734","4/27/2020","50","ARAGUARI","Tombamento"
"281752","4/27/2020","381","ANTONIO DIAS","Colisão com objeto estático"
"281753","4/27/2020","381","SABARA","Colisão lateral"
"281755","4/27/2020","116","TEOFILO OTONI","Colisão transversal"
"281774","4/27/2020","116","CARATINGA","Colisão lateral"
"281789","4/27/2020","116","DIVINO","Tombamento"
"281793","4/27/2020","381","ITATIAIUCU","Capotamento"
"281802","4/27/2020","116","PADRE PARAISO","Derramamento de carga"
"281804","4/28/2020","251","MONTES CLAROS","Colisão com objeto estático"
"281813","4/28/2020","40","CONTAGEM","Atropelamento de Pedestre"
"281816","4/28/2020","381","SABARA","Colisão traseira"
"281821","4/28/2020","381","JOAO MONLEVADE","Tombamento"
"281824","4/28/2020","40","CONTAGEM","Colisão com objeto estático"
"281825","4/28/2020","356","MURIAE","Atropelamento de Animal"
"281850","4/28/2020","116","ALEM PARAIBA","Saída de leito carroçável"
"281866","4/28/2020","40","CONTAGEM","Saída de leito carroçável"
"281876","4/28/2020","116","ENGENHEIRO CALDAS","Colisão com objeto estático"
"281889","4/28/2020","262","IGARATINGA","Colisão transversal"
"281890","4/28/2020","381","BETIM","Saída de leito carroçável"
"281916","4/28/2020","40","CARANDAI","Saída de leito carroçável"
"281946","4/28/2020","262","REDUTO","Tombamento"
"281948","4/28/2020","381","BOM JESUS DO AMPARO","Colisão traseira"
"281962","4/28/2020","116","ITAOBIM","Atropelamento de Animal"
"281973","4/29/2020","356","EUGENOPOLIS","Incêndio"
"281986","4/29/2020","381","BETIM","Colisão traseira"
"281993","4/9/2020","40","CONTAGEM","Engavetamento"
"282014","4/29/2020","40","NOVA LIMA","Colisão traseira"
"282021","4/10/2020","116","FREI INOCENCIO","Saída de leito carroçável"
"282046","4/29/2020","116","CARATINGA","Colisão transversal"
"282054","4/29/2020","40","CONTAGEM","Atropelamento de Pedestre"
"282087","4/26/2020","381","SAO GONCALO DO RIO ABAIXO","Atropelamento de Animal"
"282097","4/30/2020","262","UBERABA","Colisão lateral"
"282099","4/29/2020","40","JOAO PINHEIRO","Colisão lateral"
"282114","4/30/2020","262","IBIA","Saída de leito carroçável"
"282142","4/26/2020","116","CATUJI","Derramamento de carga"
"282153","4/30/2020","365","JEQUITAI","Colisão traseira"
"282156","4/30/2020","262","CORREGO DANTA","Tombamento"
"282163","4/30/2020","381","SABARA","Colisão transversal"
"282171","4/30/2020","381","SAO GONCALO DO RIO ABAIXO","Tombamento"
"282175","4/30/2020","262","MANHUACU","Colisão transversal"
"282194","4/30/2020","381","OLIVEIRA","Colisão traseira"
"282201","4/30/2020","267","LIMA DUARTE","Colisão traseira"
"282208","4/30/2020","40","JUIZ DE FORA","Colisão com objeto estático"
"282213","4/30/2020","116","CARATINGA","Atropelamento de Pedestre"
"282221","4/30/2020","381","SABARA","Atropelamento de Pedestre"
"282231","4/30/2020","40","CONTAGEM","Queda de ocupante de veículo"
"282237","4/30/2020","381","BRUMADINHO","Saída de leito carroçável"
"282239","4/30/2020","381","OLIVEIRA","Colisão com objeto estático"
"282249","5/1/2020","381","CAREACU","Colisão traseira"
"282266","4/30/2020","40","PARACATU","Incêndio"
"282272","5/1/2020","381","CAMANDUCAIA","Tombamento"
"282276","5/1/2020","40","SETE LAGOAS","Queda de ocupante de veículo"
"282283","5/1/2020","381","CAMBUI","Colisão com objeto estático"
"282295","5/1/2020","381","IGARAPE","Saída de leito carroçável"
"282304","5/1/2020","40","RIBEIRAO DAS NEVES","Capotamento"
"282310","5/1/2020","50","ARAGUARI","Saída de leito carroçável"
"282313","5/1/2020","381","BRUMADINHO","Colisão lateral"
"282316","5/1/2020","50","UBERLANDIA","Queda de ocupante de veículo"
"282321","5/1/2020","381","NOVA UNIAO","Colisão transversal"
"282329","5/1/2020","381","CONTAGEM","Colisão traseira"
"282354","5/1/2020","116","CARATINGA","Colisão transversal"
"282381","5/1/2020","365","JEQUITAI","Saída de leito carroçável"
"282389","5/1/2020","356","MURIAE","Queda de ocupante de veículo"
"282404","5/2/2020","381","IGARAPE","Colisão com objeto estático"
"282406","5/2/2020","381","JOAO MONLEVADE","Saída de leito carroçável"
"282414","5/2/2020","381","RIO MANSO","Colisão traseira"
"282415","5/2/2020","381","ITATIAIUCU","Colisão traseira"
"282456","5/2/2020","381","PERDOES","Saída de leito carroçável"
"282463","5/2/2020","116","TEOFILO OTONI","Colisão traseira"
"282467","5/2/2020","381","CAMPANHA","Saída de leito carroçável"
"282472","5/2/2020","116","TEOFILO OTONI","Colisão transversal"
"282494","5/2/2020","381","CAETE","Saída de leito carroçável"
"282495","5/2/2020","50","ARAGUARI","Saída de leito carroçável"
"282519","5/2/2020","381","BETIM","Saída de leito carroçável"
"282520","5/2/2020","381","BETIM","Tombamento"
"282534","5/2/2020","262","MANHUACU","Colisão lateral"
"282543","5/2/2020","381","BETIM","Capotamento"
"282564","5/3/2020","381","ESTIVA","Saída de leito carroçável"
"282591","5/3/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"282593","4/17/2020","381","LAVRAS","Colisão com objeto estático"
"282612","5/1/2020","381","JOAO MONLEVADE","Colisão com objeto estático"
"282621","5/3/2020","381","NOVA UNIAO","Colisão traseira"
"282631","5/3/2020","381","PERDOES","Tombamento"
"282638","5/3/2020","267","JUIZ DE FORA","Colisão transversal"
"282639","5/2/2020","116","CACHOEIRA DE PAJEU","Colisão lateral"
"282644","5/3/2020","354","CAXAMBU","Colisão traseira"
"282645","5/3/2020","40","RIBEIRAO DAS NEVES","Engavetamento"
"282676","5/3/2020","116","MATHIAS LOBATO","Colisão transversal"
"282705","5/3/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"282724","5/4/2020","40","NOVA LIMA","Colisão transversal"
"282726","5/4/2020","40","NOVA LIMA","Saída de leito carroçável"
"282727","5/4/2020","381","SAO JOAQUIM DE BICAS","Colisão transversal"
"282736","5/4/2020","116","MURIAE","Capotamento"
"282745","5/4/2020","40","CONTAGEM","Colisão lateral"
"282764","5/4/2020","116","TEOFILO OTONI","Incêndio"
"282769","5/4/2020","40","ESMERALDAS","Atropelamento de Pedestre"
"282799","5/4/2020","40","CONSELHEIRO LAFAIETE","Colisão frontal"
"282804","5/4/2020","116","UBAPORANGA","Tombamento"
"282814","5/4/2020","116","CARAI","Colisão lateral"
"282815","5/4/2020","50","UBERLANDIA","Colisão traseira"
"282821","5/4/2020","262","BETIM","Colisão com objeto estático"
"282827","5/4/2020","50","UBERLANDIA","Atropelamento de Pedestre"
"282836","5/4/2020","365","UBERLANDIA","Atropelamento de Pedestre"
"282844","5/4/2020","365","UBERLANDIA","Atropelamento de Pedestre"
"282850","5/4/2020","40","JOAO PINHEIRO","Colisão transversal"
"282859","5/4/2020","267","CARVALHOS","Tombamento"
"282869","5/5/2020","381","POUSO ALEGRE","Tombamento"
"282875","5/5/2020","262","REDUTO","Colisão frontal"
"282890","4/24/2020","365","UBERLANDIA","Atropelamento de Pedestre"
"282891","4/3/2020","262","IBIA","Saída de leito carroçável"
"282931","5/5/2020","40","ITABIRITO","Tombamento"
"282961","5/5/2020","116","MURIAE","Atropelamento de Pedestre"
"282963","5/5/2020","146","MUZAMBINHO","Colisão transversal"
"282972","5/5/2020","116","UBAPORANGA","Saída de leito carroçável"
"282993","5/5/2020","365","UBERLANDIA","Saída de leito carroçável"
"283010","5/6/2020","116","ALEM PARAIBA","Colisão frontal"
"283017","5/6/2020","381","CONTAGEM","Colisão lateral"
"283034","4/24/2020","146","POCOS DE CALDAS","Colisão frontal"
"283040","5/6/2020","365","ITUIUTABA","Atropelamento de Pedestre"
"283047","5/6/2020","116","EUGENOPOLIS","Tombamento"
"283078","5/6/2020","40","ITABIRITO","Colisão traseira"
"283101","5/6/2020","267","LIMA DUARTE","Saída de leito carroçável"
"283106","5/6/2020","40","NOVA LIMA","Saída de leito carroçável"
"283117","5/6/2020","40","CONGONHAS","Capotamento"
"283148","5/6/2020","40","CONTAGEM","Colisão traseira"
"283162","5/6/2020","116","TEOFILO OTONI","Saída de leito carroçável"
"283178","5/7/2020","40","RIBEIRAO DAS NEVES","Tombamento"
"283179","5/6/2020","40","JOAO PINHEIRO","Colisão transversal"
"283184","5/7/2020","381","BETIM","Capotamento"
"283199","5/7/2020","381","SABARA","Colisão frontal"
"283205","5/6/2020","381","IGARAPE","Colisão lateral"
"283209","5/7/2020","381","ITATIAIUCU","Saída de leito carroçável"
"283210","5/7/2020","365","UBERLANDIA","Colisão transversal"
"283213","4/21/2020","116","MANHUACU","Colisão frontal"
"283231","5/7/2020","381","SAO GONCALO DO RIO ABAIXO","Colisão frontal"
"283246","5/7/2020","381","SANTO ANTONIO DO AMPARO","Saída de leito carroçável"
"283259","5/7/2020","365","MONTES CLAROS","Colisão traseira"
"283262","5/7/2020","381","NOVA ERA","Colisão frontal"
"283271","5/7/2020","262","CAMPOS ALTOS","Queda de ocupante de veículo"
"283282","5/7/2020","116","MANHUACU","Saída de leito carroçável"
