"id","data_inversa","br","municipio","tipo_acidente"
"299190","8/3/2020","50","ARAGUARI","Colisão lateral"
"299191","8/3/2020","381","BRUMADINHO","Tombamento"
"299195","8/3/2020","381","SAO JOAQUIM DE BICAS","Queda de ocupante de veículo"
"299213","8/3/2020","40","CONTAGEM","Colisão lateral"
"299239","8/3/2020","354","ITANHANDU","Colisão traseira"
"299252","8/3/2020","50","UBERLANDIA","Colisão lateral"
"299258","8/3/2020","116","ITAOBIM","Saída de leito carroçável"
"299288","8/3/2020","262","BOM DESPACHO","Colisão transversal"
"299312","8/3/2020","459","POUSO ALEGRE","Saída de leito carroçável"
"299320","8/3/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"299382","8/4/2020","381","SANTO ANTONIO DO AMPARO","Colisão lateral"
"299445","8/4/2020","381","ITAGUARA","Queda de ocupante de veículo"
"299466","8/4/2020","40","NOVA LIMA","Saída de leito carroçável"
"299470","2/23/2020","381","SANTA LUZIA","Saída de leito carroçável"
"299489","8/4/2020","381","SANTO ANTONIO DO AMPARO","Colisão traseira"
"299506","8/4/2020","262","CAMPOS ALTOS","Tombamento"
"299507","8/4/2020","381","CARMO DA CACHOEIRA","Colisão traseira"
"299508","8/4/2020","262","CAMPOS ALTOS","Colisão traseira"
"299510","8/5/2020","251","GRAO MOGOL","Capotamento"
"299517","8/5/2020","381","SANTO ANTONIO DO AMPARO","Colisão com objeto estático"
"299524","8/5/2020","40","CONTAGEM","Colisão traseira"
"299529","8/5/2020","365","UBERLANDIA","Colisão traseira"
"299536","8/5/2020","381","EXTREMA","Tombamento"
"299554","8/5/2020","381","CONTAGEM","Colisão traseira"
"299559","8/2/2020","116","CATUJI","Colisão com objeto estático"
"299563","8/5/2020","146","MUZAMBINHO","Colisão traseira"
"299567","8/5/2020","40","BELO HORIZONTE","Colisão traseira"
"299584","8/5/2020","40","RIBEIRAO DAS NEVES","Colisão com objeto estático"
"299585","8/5/2020","116","CARATINGA","Colisão com objeto estático"
"299589","8/5/2020","459","POUSO ALEGRE","Colisão traseira"
"299600","8/2/2020","381","SAO GONCALO DO RIO ABAIXO","Atropelamento de Pedestre"
"299633","8/5/2020","459","POUSO ALEGRE","Colisão traseira"
"299637","8/5/2020","116","ENGENHEIRO CALDAS","Tombamento"
"299641","8/5/2020","365","INDIANOPOLIS","Colisão lateral"
"299650","8/5/2020","381","JOAO MONLEVADE","Colisão traseira"
"299671","8/5/2020","116","TEOFILO OTONI","Colisão lateral"
"299679","8/5/2020","262","CORREGO DANTA","Colisão frontal"
"299682","8/5/2020","262","ARAXA","Derramamento de carga"
"299690","8/5/2020","40","SETE LAGOAS","Colisão traseira"
"299694","8/6/2020","381","BELO HORIZONTE","Colisão traseira"
"299701","8/6/2020","381","BETIM","Atropelamento de Animal"
"299707","8/6/2020","116","ALEM PARAIBA","Saída de leito carroçável"
"299721","7/28/2020","116","TEOFILO OTONI","Colisão com objeto estático"
"299726","8/6/2020","40","SAO GONCALO DO ABAETE","Colisão traseira"
"299727","8/6/2020","381","SAO GONCALO DO SAPUCAI","Incêndio"
"299728","8/6/2020","262","MOEMA","Colisão frontal"
"299735","8/6/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"299740","8/6/2020","50","UBERLANDIA","Colisão lateral"
"299742","8/6/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"299751","8/6/2020","116","ENGENHEIRO CALDAS","Colisão frontal"
"299763","8/6/2020","40","BELO HORIZONTE","Queda de ocupante de veículo"
"299768","8/6/2020","40","CARANDAI","Colisão traseira"
"299784","8/6/2020","116","ITAOBIM","Colisão frontal"
"299787","8/6/2020","116","MANHUACU","Colisão lateral"
"299804","8/6/2020","381","SAO JOAQUIM DE BICAS","Incêndio"
"299806","8/6/2020","40","RIBEIRAO DAS NEVES","Atropelamento de Pedestre"
"299812","8/6/2020","116","MURIAE","Colisão transversal"
"299814","8/6/2020","40","RIBEIRAO DAS NEVES","Engavetamento"
"299832","8/6/2020","365","UBERLANDIA","Queda de ocupante de veículo"
"299842","8/6/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"299857","8/7/2020","40","ITABIRITO","Colisão traseira"
"299866","8/6/2020","116","SAO JOAO DO MANHUACU","Saída de leito carroçável"
"299904","8/7/2020","381","SABARA","Incêndio"
"299913","8/7/2020","40","TRES MARIAS","Colisão com objeto estático"
"299918","8/7/2020","381","BETIM","Tombamento"
"299928","8/7/2020","40","JUIZ DE FORA","Colisão com objeto estático"
"299943","8/7/2020","262","UBERABA","Tombamento"
"299950","8/7/2020","50","UBERLANDIA","Colisão traseira"
"299959","8/7/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"299971","8/7/2020","381","LAVRAS","Colisão lateral"
"299994","8/7/2020","459","POUSO ALEGRE","Colisão traseira"
"300024","8/7/2020","40","CONTAGEM","Colisão traseira"
"300027","8/7/2020","40","CONSELHEIRO LAFAIETE","Colisão transversal"
"300043","8/7/2020","40","CONTAGEM","Queda de ocupante de veículo"
"300051","8/7/2020","50","ARAGUARI","Colisão transversal"
"300091","8/7/2020","116","CARATINGA","Colisão traseira"
"300092","8/7/2020","40","CONSELHEIRO LAFAIETE","Colisão frontal"
"300097","8/7/2020","40","CONSELHEIRO LAFAIETE","Atropelamento de Animal"
"300103","8/8/2020","251","MONTES CLAROS","Incêndio"
"300134","8/8/2020","381","TRES CORACOES","Saída de leito carroçável"
"300140","8/7/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"300142","8/8/2020","262","UBERABA","Tombamento"
"300151","8/8/2020","365","JOAO PINHEIRO","Colisão traseira"
"300155","8/8/2020","40","CONSELHEIRO LAFAIETE","Saída de leito carroçável"
"300172","8/8/2020","262","MANHUACU","Atropelamento de Pedestre"
"300199","8/8/2020","40","ESMERALDAS","Colisão traseira"
"300216","8/8/2020","381","BETIM","Colisão traseira"
"300217","8/8/2020","40","RIBEIRAO DAS NEVES","Tombamento"
"300218","8/8/2020","116","TEOFILO OTONI","Queda de ocupante de veículo"
"300219","8/8/2020","116","CARATINGA","Colisão lateral"
"300230","8/8/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"300243","8/8/2020","262","CONCEICAO DAS ALAGOAS","Colisão com objeto estático"
"300268","8/8/2020","381","BETIM","Incêndio"
"300272","8/8/2020","116","AGUAS VERMELHAS","Colisão lateral"
"300273","8/8/2020","50","UBERABA","Tombamento"
"300277","8/8/2020","381","CAETE","Tombamento"
"300304","8/8/2020","381","BRUMADINHO","Colisão traseira"
"300306","8/8/2020","381","SAO JOAQUIM DE BICAS","Colisão lateral"
"300312","8/8/2020","365","UBERLANDIA","Saída de leito carroçável"
"300316","8/8/2020","262","REDUTO","Colisão frontal"
"300339","8/9/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"300340","8/9/2020","40","NOVA LIMA","Colisão com objeto estático"
"300341","8/8/2020","146","MUZAMBINHO","Saída de leito carroçável"
"300354","8/9/2020","365","UBERLANDIA","Colisão com objeto estático"
"300358","8/9/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"300381","8/9/2020","251","GRAO MOGOL","Colisão frontal"
"300386","8/9/2020","40","RIBEIRAO DAS NEVES","Colisão transversal"
"300388","8/9/2020","459","CALDAS","Tombamento"
"300398","8/9/2020","40","PARACATU","Colisão transversal"
"300417","8/9/2020","153","FRUTAL","Colisão frontal"
"300422","8/9/2020","381","JOAO MONLEVADE","Colisão traseira"
"300425","8/9/2020","381","CONTAGEM","Saída de leito carroçável"
"300429","8/9/2020","40","JUIZ DE FORA","Saída de leito carroçável"
"300442","8/9/2020","40","SETE LAGOAS","Colisão traseira"
"300448","8/9/2020","381","SAO GONCALO DO RIO ABAIXO","Saída de leito carroçável"
"300450","8/9/2020","50","ARAGUARI","Saída de leito carroçável"
"300454","8/9/2020","381","PERIQUITO","Colisão com objeto estático"
"300478","8/9/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"300479","8/9/2020","381","BETIM","Colisão traseira"
"300480","8/9/2020","50","UBERABA","Saída de leito carroçável"
"300499","8/9/2020","116","CARATINGA","Colisão frontal"
"300521","8/9/2020","381","SAO GONCALO DO SAPUCAI","Tombamento"
"300547","8/9/2020","381","ITAGUARA","Colisão traseira"
"300560","8/9/2020","40","SAO GONCALO DO ABAETE","Saída de leito carroçável"
"300561","8/9/2020","116","ITAOBIM","Colisão traseira"
"300563","8/9/2020","50","ARAGUARI","Colisão traseira"
"300565","8/9/2020","50","UBERLANDIA","Saída de leito carroçável"
"300577","8/10/2020","153","PRATA","Colisão com objeto estático"
"300587","8/10/2020","153","FRUTAL","Colisão traseira"
"300595","8/10/2020","262","IBIA","Colisão frontal"
"300597","8/10/2020","153","PRATA","Atropelamento de Animal"
"300604","8/10/2020","40","CONSELHEIRO LAFAIETE","Saída de leito carroçável"
"300608","7/18/2020","40","ESMERALDAS","Saída de leito carroçável"
"300613","8/10/2020","40","CONTAGEM","Colisão lateral"
"300620","8/10/2020","365","UBERLANDIA","Derramamento de carga"
"300633","8/10/2020","267","AIURUOCA","Colisão frontal"
"300635","8/10/2020","40","CONSELHEIRO LAFAIETE","Colisão transversal"
"300640","8/10/2020","40","CONGONHAS","Queda de ocupante de veículo"
"300648","8/10/2020","50","DELTA","Saída de leito carroçável"
"300649","8/10/2020","262","ARAXA","Danos eventuais"
"300655","8/10/2020","381","BOM JESUS DO AMPARO","Colisão com objeto estático"
"300656","8/10/2020","50","ARAGUARI","Saída de leito carroçável"
"300664","8/10/2020","116","ALEM PARAIBA","Saída de leito carroçável"
"300678","8/9/2020","262","SAO DOMINGOS DO PRATA","Colisão transversal"
"300691","8/10/2020","365","UBERLANDIA","Tombamento"
"300693","8/10/2020","381","BOM JESUS DO AMPARO","Colisão frontal"
"300710","8/10/2020","40","JUIZ DE FORA","Colisão traseira"
"300711","8/10/2020","262","RIO CASCA","Saída de leito carroçável"
"300727","8/10/2020","116","MURIAE","Tombamento"
"300737","8/10/2020","116","TARUMIRIM","Saída de leito carroçável"
"300742","8/10/2020","381","CAETE","Colisão traseira"
"300744","8/10/2020","40","JUIZ DE FORA","Tombamento"
"300757","8/10/2020","116","ITAMBACURI","Atropelamento de Pedestre"
"300762","8/11/2020","262","JUATUBA","Queda de ocupante de veículo"
"300771","8/11/2020","381","PERDOES","Colisão traseira"
"300777","8/11/2020","381","PERDOES","Saída de leito carroçável"
"300779","8/11/2020","116","MANHUACU","Derramamento de carga"
"300787","8/11/2020","40","PARAOPEBA","Colisão com objeto estático"
"300793","8/11/2020","40","CONTAGEM","Tombamento"
"300804","8/11/2020","381","BETIM","Tombamento"
"300830","8/1/2020","251","GRAO MOGOL","Capotamento"
"300836","8/11/2020","381","BELO ORIENTE","Colisão com objeto estático"
"300851","8/11/2020","381","BETIM","Colisão traseira"
"300853","8/11/2020","262","BETIM","Colisão traseira"
"300866","8/11/2020","40","BELO HORIZONTE","Tombamento"
"300870","8/11/2020","40","CONTAGEM","Atropelamento de Pedestre"
"300882","8/11/2020","381","BETIM","Capotamento"
"300892","8/11/2020","381","CAMANDUCAIA","Incêndio"
"300903","8/11/2020","40","PARAOPEBA","Saída de leito carroçável"
"300911","8/11/2020","116","CACHOEIRA DE PAJEU","Colisão lateral"
"300915","8/11/2020","153","ARAPORA","Tombamento"
"300936","8/12/2020","262","CAMPOS ALTOS","Saída de leito carroçável"
"300947","8/12/2020","262","MANHUACU","Saída de leito carroçável"
"300984","8/12/2020","381","NOVA ERA","Tombamento"
"300987","7/15/2020","365","UBERLANDIA","Colisão traseira"
"300990","8/12/2020","381","EXTREMA","Colisão transversal"
"300993","8/12/2020","50","UBERABA","Tombamento"
"301008","8/12/2020","459","CONGONHAL","Colisão transversal"
"301056","8/12/2020","381","NOVA ERA","Colisão transversal"
"301060","8/12/2020","381","BETIM","Colisão traseira"
"301061","8/12/2020","381","BETIM","Colisão traseira"
"301085","8/12/2020","365","BURITIZEIRO","Colisão lateral"
"301100","8/12/2020","262","MARTINS SOARES","Tombamento"
"301102","8/12/2020","262","JUATUBA","Colisão traseira"
"301109","8/12/2020","40","CONTAGEM","Saída de leito carroçável"
"301110","8/12/2020","116","TEOFILO OTONI","Tombamento"
"301130","8/12/2020","262","ARAXA","Saída de leito carroçável"
"301135","8/12/2020","251","PADRE CARVALHO","Tombamento"
"301137","8/12/2020","116","DOM CAVATI","Atropelamento de Pedestre"
"301143","8/13/2020","381","LAVRAS","Incêndio"
"301151","8/13/2020","381","SABARA","Colisão frontal"
"301163","3/24/2020","50","ARAGUARI","Colisão traseira"
"301190","7/4/2020","365","SANTA VITORIA","Incêndio"
"301223","8/13/2020","262","UBERABA","Saída de leito carroçável"
"301241","8/13/2020","354","ITAMONTE","Colisão transversal"
"301245","8/13/2020","365","UBERLANDIA","Colisão lateral"
"301267","8/13/2020","262","UBERABA","Colisão transversal"
"301270","8/13/2020","40","CONTAGEM","Colisão traseira"
"301290","8/13/2020","116","MANHUACU","Tombamento"
"301299","8/13/2020","262","CAMPOS ALTOS","Queda de ocupante de veículo"
"301312","8/13/2020","381","SANTO ANTONIO DO AMPARO","Colisão traseira"
"301320","8/13/2020","116","SAO FRANCISCO DO GLORIA","Colisão com objeto estático"
"301333","8/14/2020","50","UBERABA","Saída de leito carroçável"
"301336","8/14/2020","381","CAMPANHA","Queda de ocupante de veículo"
"301343","8/14/2020","365","UBERLANDIA","Tombamento"
"301355","8/14/2020","381","BETIM","Engavetamento"
"301365","8/14/2020","40","CARANDAI","Saída de leito carroçável"
"301368","8/14/2020","262","RIO CASCA","Saída de leito carroçável"
"301369","6/28/2020","116","MANHUACU","Tombamento"
"301380","8/14/2020","40","RIBEIRAO DAS NEVES","Engavetamento"
"301392","8/7/2020","381","BETIM","Colisão traseira"
"301394","8/14/2020","116","ITAOBIM","Colisão com objeto estático"
"301398","8/14/2020","381","EXTREMA","Incêndio"
"301412","8/14/2020","381","CONTAGEM","Colisão traseira"
"301437","8/14/2020","381","SABARA","Colisão lateral"
"301442","8/14/2020","365","CLARO DOS POCOES","Saída de leito carroçável"
"301485","8/14/2020","459","POUSO ALEGRE","Colisão lateral"
"301497","8/14/2020","381","NOVA ERA","Colisão traseira"
"301500","8/14/2020","251","FRUTA DE LEITE","Tombamento"
"301504","8/14/2020","267","SERITINGA","Tombamento"
"301507","8/14/2020","153","FRUTAL","Atropelamento de Pedestre"
"301519","8/14/2020","116","CATUJI","Capotamento"
"301527","8/14/2020","40","SETE LAGOAS","Tombamento"
"301530","8/15/2020","40","BELO HORIZONTE","Colisão lateral"
"301546","8/15/2020","40","CONSELHEIRO LAFAIETE","Colisão frontal"
"301557","8/15/2020","381","BRUMADINHO","Capotamento"
"301569","8/15/2020","40","JOAO PINHEIRO","Colisão com objeto estático"
"301576","8/15/2020","365","JEQUITAI","Saída de leito carroçável"
"301578","8/15/2020","251","GRAO MOGOL","Tombamento"
"301579","8/15/2020","365","UBERLANDIA","Colisão frontal"
"301595","8/15/2020","381","OLIVEIRA","Capotamento"
"301599","8/15/2020","381","BETIM","Colisão com objeto estático"
"301601","8/15/2020","381","SAO GONCALO DO RIO ABAIXO","Colisão transversal"
"301602","8/15/2020","381","SAO GONCALO DO RIO ABAIXO","Saída de leito carroçável"
"301604","8/15/2020","153","FRONTEIRA","Saída de leito carroçável"
"301609","8/14/2020","365","BURITIZEIRO","Colisão com objeto estático"
"301613","8/15/2020","40","ITABIRITO","Colisão traseira"
"301615","8/15/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"301627","8/15/2020","381","SABARA","Colisão lateral"
"301631","8/15/2020","381","JOAO MONLEVADE","Tombamento"
"301646","8/15/2020","50","ARAGUARI","Colisão com objeto estático"
"301647","8/15/2020","381","BETIM","Colisão traseira"
"301653","8/15/2020","381","ANTONIO DIAS","Colisão traseira"
"301678","8/15/2020","116","MIRADOURO","Saída de leito carroçável"
"301683","8/15/2020","153","FRONTEIRA","Saída de leito carroçável"
"301694","8/15/2020","40","PARACATU","Tombamento"
"301705","8/15/2020","381","CAMANDUCAIA","Colisão lateral"
"301706","8/15/2020","381","JOAO MONLEVADE","Colisão transversal"
"301716","8/15/2020","381","JAGUARACU","Colisão com objeto estático"
"301719","8/15/2020","262","IGARATINGA","Tombamento"
"301735","8/15/2020","381","RIBEIRAO VERMELHO","Saída de leito carroçável"
"301773","8/16/2020","381","EXTREMA","Saída de leito carroçável"
"301774","8/16/2020","116","ITAMBACURI","Colisão lateral"
"301784","8/15/2020","381","BETIM","Queda de ocupante de veículo"
"301785","8/16/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"301788","8/16/2020","40","ESMERALDAS","Saída de leito carroçável"
"301801","8/16/2020","50","ARAGUARI","Tombamento"
"301805","8/16/2020","365","UBERLANDIA","Colisão traseira"
"301806","8/16/2020","381","BETIM","Queda de ocupante de veículo"
"301810","8/16/2020","365","UBERLANDIA","Colisão transversal"
"301826","8/16/2020","50","UBERABA","Colisão lateral"
"301831","8/16/2020","251","GRAO MOGOL","Colisão traseira"
"301853","8/16/2020","365","PIRAPORA","Saída de leito carroçável"
"301855","8/16/2020","116","TEOFILO OTONI","Saída de leito carroçável"
"301858","8/16/2020","40","TRES MARIAS","Colisão lateral"
"301868","8/16/2020","354","ITAMONTE","Tombamento"
"301871","8/16/2020","381","PERIQUITO","Capotamento"
"301886","8/16/2020","50","ARAGUARI","Saída de leito carroçável"
"301892","8/16/2020","40","CURVELO","Saída de leito carroçável"
"301899","8/16/2020","267","ARGIRITA","Colisão lateral"
"301922","8/16/2020","381","BETIM","Colisão traseira"
"301923","8/16/2020","381","BELO ORIENTE","Colisão lateral"
"301928","8/16/2020","262","MATIPO","Atropelamento de Pedestre"
"301929","8/16/2020","116","MANHUACU","Colisão transversal"
"301941","8/16/2020","262","BETIM","Saída de leito carroçável"
"301972","8/17/2020","251","MONTES CLAROS","Colisão traseira"
"301997","8/17/2020","40","NOVA LIMA","Atropelamento de Pedestre"
"301998","8/17/2020","40","CONTAGEM","Queda de ocupante de veículo"
"301999","8/16/2020","262","LUZ","Capotamento"
"302004","8/17/2020","381","BETIM","Colisão lateral"
"302012","8/17/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"302024","8/17/2020","116","UBAPORANGA","Colisão lateral"
"302032","8/17/2020","381","EXTREMA","Capotamento"
"302055","8/17/2020","40","TRES MARIAS","Colisão lateral"
"302061","8/17/2020","381","EXTREMA","Colisão com objeto estático"
"302063","8/17/2020","381","BETIM","Colisão traseira"
"302068","8/17/2020","262","REDUTO","Tombamento"
"302075","8/17/2020","381","BETIM","Colisão traseira"
"302098","8/17/2020","381","CAMBUI","Colisão com objeto estático"
"302119","8/17/2020","50","ARAGUARI","Queda de ocupante de veículo"
"302132","8/17/2020","50","UBERLANDIA","Colisão lateral"
"302135","8/17/2020","381","BETIM","Colisão frontal"
"302147","8/18/2020","50","UBERLANDIA","Colisão traseira"
"302151","8/18/2020","381","CAMANDUCAIA","Saída de leito carroçável"
"302155","8/18/2020","116","MURIAE","Colisão transversal"
"302160","8/18/2020","116","MANHUACU","Colisão transversal"
"302161","8/18/2020","50","UBERABA","Colisão lateral"
"302179","8/18/2020","381","EXTREMA","Saída de leito carroçável"
"302180","8/18/2020","50","UBERABA","Colisão lateral"
"302187","8/18/2020","381","CAMPANHA","Capotamento"
"302194","8/18/2020","50","ARAGUARI","Colisão transversal"
"302205","8/18/2020","381","BETIM","Colisão lateral"
"302208","8/18/2020","40","SETE LAGOAS","Tombamento"
"302217","7/31/2020","40","JOAO PINHEIRO","Colisão lateral"
"302242","8/18/2020","365","BURITIZEIRO","Saída de leito carroçável"
"302245","8/18/2020","459","POUSO ALEGRE","Colisão traseira"
"302257","8/18/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"302266","8/18/2020","262","JUATUBA","Queda de ocupante de veículo"
"302285","8/18/2020","365","ITUIUTABA","Colisão traseira"
"302293","8/18/2020","40","CONTAGEM","Saída de leito carroçável"
"302300","8/18/2020","365","MONTES CLAROS","Colisão frontal"
"302303","8/18/2020","40","CARANDAI","Saída de leito carroçável"
"302321","8/19/2020","50","UBERABA","Saída de leito carroçável"
"302336","8/19/2020","381","BETIM","Colisão lateral"
"302337","8/19/2020","381","BETIM","Colisão traseira"
"302364","8/19/2020","50","UBERABA","Colisão traseira"
"302369","8/19/2020","153","ARAPORA","Saída de leito carroçável"
"302371","8/19/2020","146","MUZAMBINHO","Colisão com objeto em movimento"
"302381","8/19/2020","40","JOAO PINHEIRO","Colisão traseira"
"302385","8/19/2020","40","TRES MARIAS","Atropelamento de Pedestre"
"302389","8/19/2020","365","UBERLANDIA","Colisão transversal"
"302402","8/19/2020","116","CARATINGA","Colisão traseira"
"302411","8/19/2020","364","FRUTAL","Colisão frontal"
"302415","8/19/2020","251","MONTES CLAROS","Saída de leito carroçável"
"302416","8/19/2020","262","BOM DESPACHO","Incêndio"
"302438","8/19/2020","365","UBERLANDIA","Colisão com objeto estático"
"302440","8/19/2020","381","BARAO DE COCAIS","Colisão com objeto estático"
"302455","8/19/2020","381","EXTREMA","Colisão com objeto estático"
"302465","8/19/2020","267","BICAS","Tombamento"
"302478","8/20/2020","381","BRUMADINHO","Queda de ocupante de veículo"
"302493","8/20/2020","356","MURIAE","Colisão transversal"
"302503","6/26/2020","381","SABARA","Saída de leito carroçável"
"302506","7/19/2020","381","BETIM","Colisão traseira"
"302514","8/20/2020","381","CONTAGEM","Atropelamento de Pedestre"
"302532","8/20/2020","262","BETIM","Colisão com objeto estático"
"302550","8/20/2020","381","CAMPANHA","Colisão com objeto estático"
"302557","8/20/2020","40","CONTAGEM","Tombamento"
"302559","8/20/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"302563","8/20/2020","146","GUAXUPE","Colisão traseira"
"302571","8/20/2020","153","FRONTEIRA","Capotamento"
"302590","8/20/2020","381","SABARA","Colisão transversal"
"302611","8/20/2020","262","LUZ","Colisão frontal"
"302616","8/20/2020","116","UBAPORANGA","Colisão transversal"
"302617","8/20/2020","262","MANHUACU","Colisão lateral"
"302626","8/21/2020","262","ARAXA","Tombamento"
"302635","8/21/2020","40","RIBEIRAO DAS NEVES","Atropelamento de Pedestre"
"302644","8/21/2020","381","BETIM","Tombamento"
"302646","8/21/2020","381","BETIM","Colisão lateral"
"302652","8/21/2020","40","CONSELHEIRO LAFAIETE","Queda de ocupante de veículo"
"302653","8/21/2020","381","OLIVEIRA","Saída de leito carroçável"
"302655","8/21/2020","262","SAO DOMINGOS DO PRATA","Saída de leito carroçável"
"302658","8/21/2020","116","MURIAE","Colisão transversal"
"302660","8/21/2020","381","JAGUARACU","Colisão frontal"
"302662","8/21/2020","116","TEOFILO OTONI","Colisão frontal"
"302663","8/21/2020","116","SAO FRANCISCO DO GLORIA","Colisão transversal"
"302679","8/5/2020","381","BOM JESUS DO AMPARO","Colisão frontal"
"302690","8/21/2020","381","ITAPEVA","Colisão com objeto estático"
"302691","8/21/2020","251","MONTES CLAROS","Capotamento"
"302699","8/21/2020","50","UBERLANDIA","Tombamento"
"302708","8/21/2020","40","CARANDAI","Colisão transversal"
"302709","8/9/2020","267","BAEPENDI","Colisão frontal"
"302717","8/21/2020","262","MANHUACU","Colisão frontal"
"302719","8/21/2020","365","PATROCINIO","Queda de ocupante de veículo"
"302720","8/21/2020","262","MATIPO","Colisão frontal"
"302724","8/21/2020","381","CAMANDUCAIA","Capotamento"
"302745","8/21/2020","365","UBERLANDIA","Colisão traseira"
"302746","8/21/2020","116","PADRE PARAISO","Saída de leito carroçável"
"302749","8/21/2020","262","JUATUBA","Saída de leito carroçável"
"302755","8/1/2020","40","CONSELHEIRO LAFAIETE","Colisão traseira"
"302762","8/21/2020","381","SAO GONCALO DO SAPUCAI","Capotamento"
"302763","8/21/2020","381","SAO GONCALO DO SAPUCAI","Saída de leito carroçável"
"302773","8/21/2020","365","UBERLANDIA","Engavetamento"
"302780","8/21/2020","40","CURVELO","Saída de leito carroçável"
"302781","8/21/2020","50","UBERABA","Atropelamento de Pedestre"
"302793","8/21/2020","381","LAVRAS","Saída de leito carroçável"
"302794","8/21/2020","116","ALEM PARAIBA","Tombamento"
"302799","8/21/2020","365","PIRAPORA","Queda de ocupante de veículo"
"302807","8/21/2020","365","UBERLANDIA","Atropelamento de Pedestre"
"302812","8/21/2020","381","LAVRAS","Capotamento"
"302835","8/22/2020","381","PERDOES","Tombamento"
"302847","8/22/2020","116","TEOFILO OTONI","Atropelamento de Pedestre"
"302855","8/22/2020","262","IBIA","Saída de leito carroçável"
"302863","8/22/2020","381","CAMPANHA","Saída de leito carroçável"
"302867","8/22/2020","146","POCOS DE CALDAS","Saída de leito carroçável"
"302872","8/22/2020","381","BETIM","Colisão lateral"
"302874","8/22/2020","262","IBIA","Saída de leito carroçável"
"302881","8/22/2020","40","SETE LAGOAS","Colisão com objeto estático"
"302890","8/22/2020","267","LIMA DUARTE","Saída de leito carroçável"
"302892","8/22/2020","262","BOM DESPACHO","Saída de leito carroçável"
"302897","8/22/2020","40","PARAOPEBA","Saída de leito carroçável"
"302906","8/22/2020","262","JUATUBA","Saída de leito carroçável"
"302920","8/22/2020","251","FRANCISCO SA","Tombamento"
"302924","8/22/2020","262","JUATUBA","Saída de leito carroçável"
"302926","8/22/2020","40","SANTOS DUMONT","Saída de leito carroçável"
"302929","8/22/2020","40","CONSELHEIRO LAFAIETE","Saída de leito carroçável"
"302931","8/22/2020","40","PARACATU","Colisão lateral"
"302933","8/22/2020","40","SETE LAGOAS","Tombamento"
"302945","8/22/2020","381","BETIM","Queda de ocupante de veículo"
"302947","8/22/2020","40","CARANDAI","Colisão frontal"
"302955","8/22/2020","381","SABARA","Colisão frontal"
"302958","8/22/2020","251","PADRE CARVALHO","Tombamento"
"302967","8/22/2020","116","MANHUACU","Colisão frontal"
"302968","8/22/2020","381","CAETE","Derramamento de carga"
"302990","8/22/2020","40","CARANDAI","Saída de leito carroçável"
"303020","8/22/2020","40","PARACATU","Saída de leito carroçável"
"303048","8/22/2020","364","PLANURA","Colisão com objeto estático"
"303073","8/23/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"303074","8/22/2020","116","INHAPIM","Colisão frontal"
"303084","8/22/2020","116","MANHUACU","Colisão traseira"
"303092","8/23/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"303099","8/23/2020","381","BELO ORIENTE","Saída de leito carroçável"
"303110","8/23/2020","459","CALDAS","Saída de leito carroçável"
"303116","8/23/2020","153","PRATA","Saída de leito carroçável"
"303133","8/23/2020","381","ANTONIO DIAS","Colisão traseira"
"303143","8/23/2020","381","CONTAGEM","Colisão lateral"
"303148","8/23/2020","459","CONGONHAL","Colisão com objeto estático"
"303161","8/23/2020","381","BOM JESUS DO AMPARO","Atropelamento de Pedestre"
"303163","8/23/2020","262","ABRE CAMPO","Colisão lateral"
"303185","8/23/2020","251","FRANCISCO SA","Queda de ocupante de veículo"
"303195","8/23/2020","116","INHAPIM","Colisão com objeto estático"
"303216","8/23/2020","365","UBERLANDIA","Colisão com objeto estático"
"303218","8/23/2020","262","UBERABA","Colisão com objeto estático"
"303220","8/23/2020","381","ANTONIO DIAS","Capotamento"
"303221","8/23/2020","116","MANHUACU","Colisão traseira"
"303224","8/23/2020","262","ARAXA","Saída de leito carroçável"
"303233","8/23/2020","381","BETIM","Colisão traseira"
"303235","8/23/2020","381","CAMBUI","Colisão com objeto estático"
"303240","8/23/2020","381","TRES CORACOES","Colisão traseira"
"303252","8/23/2020","262","SAO DOMINGOS DO PRATA","Tombamento"
"303260","8/23/2020","262","UBERABA","Colisão com objeto estático"
"303267","8/23/2020","365","SANTA VITORIA","Saída de leito carroçável"
